19	81	0.002035379
19	68	0.002210855
60	74	0.002352297
60	73	0.002505779
19	70	0.002610207
19	69	0.002629697
60	67	0.002707839
41	82	0.00271678
33	72	0.002729177
9	28	0.002934217
19	71	0.003054529
56	69	0.003060162
19	72	0.003147602
51	53	0.003171533
21	36	0.003179967
59	81	0.003234982
53	68	0.003298908
59	74	0.003308117
57	69	0.003329962
63	81	0.003369331
22	28	0.003404498
51	54	0.003453791
42	71	0.003552198
40	54	0.003585815
19	80	0.003617167
42	70	0.003656149
60	75	0.003659666
52	55	0.003838062
59	83	0.003870308
57	70	0.003881365
19	79	0.003899574
32	58	0.003912926
41	42	0.00396347
53	67	0.003984332
56	73	0.003996193
9	27	0.003997684
59	82	0.00402534
45	66	0.004042029
24	81	0.004045904
19	82	0.00406611
29	60	0.004141331
23	39	0.004189253
25	55	0.004204452
57	71	0.004213601
62	65	0.004268676
54	71	0.00428316
61	77	0.004286706
59	70	0.004296184
24	80	0.004315943
57	68	0.004320145
41	71	0.004351854
61	78	0.004354477
23	49	0.004434586
57	64	0.004449576
59	75	0.004519761
60	64	0.0045259
35	38	0.00455898
64	68	0.004563987
41	70	0.004587054
40	84	0.004624844
4	29	0.004627943
61	68	0.004693329
20	23	0.004751921
59	73	0.004760802
19	53	0.004778013
20	30	0.004782975
60	76	0.004793525
19	63	0.004796863
80	83	0.004821837
66	73	0.004826486
60	63	0.004834414
60	65	0.004844308
41	72	0.004855275
60	72	0.004891485
66	67	0.004893869
56	64	0.004900187
53	70	0.004924834
56	83	0.004968107
12	20	0.005003214
72	77	0.005051851
23	59	0.005126446
22	55	0.005140066
12	62	0.005145311
41	53	0.005159855
20	22	0.005186319
66	78	0.005199224
20	33	0.005213171
64	67	0.005222321
20	31	0.005258143
4	52	0.005271196
64	70	0.005273461
48	83	0.00527668
10	78	0.0053339
9	63	0.005347133
23	25	0.005368665
48	56	0.005428493
18	67	0.005438685
25	32	0.005439758
64	69	0.005440354
65	66	0.005440533
24	56	0.005454659
51	78	0.005467772
53	69	0.005483866
27	82	0.0055058
32	68	0.005516052
12	58	0.005527616
77	83	0.005532622
59	84	0.005543649
12	16	0.00557518
31	49	0.005589008
20	28	0.005592227
24	62	0.005616814
42	77	0.005617142
66	76	0.00562267
61	75	0.0056355
60	68	0.005640805
25	46	0.005679011
23	31	0.005679905
68	79	0.00568527
68	72	0.005699396
73	82	0.005706757
30	69	0.005710125
45	59	0.005723774
80	84	0.005725473
22	83	0.005746543
41	58	0.005762726
56	82	0.005762935
44	60	0.005780458
59	80	0.005808711
24	37	0.005825162
41	77	0.0058285
66	75	0.005828843
40	53	0.00583601
12	59	0.005861521
62	66	0.005862772
61	67	0.005872399
62	63	0.005884767
45	64	0.005887806
48	74	0.005897403
67	81	0.005910993
38	58	0.005912662
23	44	0.00593102
32	41	0.005937934
26	74	0.005947739
24	47	0.005963087
24	33	0.005971432
19	74	0.005985618
25	27	0.005992323
59	68	0.005994409
28	50	0.006030083
68	78	0.006031603
66	68	0.006036401
24	83	0.00604409
19	30	0.006048054
66	74	0.006060675
1	73	0.006064743
19	73	0.006067634
56	81	0.006076217
63	71	0.00608182
63	74	0.006099895
23	58	0.006100833
62	79	0.006108344
20	32	0.006111085
48	57	0.006128192
56	58	0.006129384
45	50	0.006142974
12	61	0.006169319
61	84	0.006190777
59	65	0.006218851
56	74	0.006229222
15	83	0.006239556
48	66	0.006240368
10	40	0.006246567
50	62	0.006252408
57	60	0.006263733
19	78	0.006282568
23	38	0.006285906
46	63	0.006288886
59	72	0.006289661
51	56	0.00629735
18	44	0.006312728
23	26	0.006318182
32	42	0.006321788
56	59	0.006351709
35	37	0.006372899
23	60	0.006379724
33	83	0.006386042
67	75	0.006386131
57	65	0.006400257
73	75	0.006415129
66	77	0.00642626
48	78	0.006428272
72	78	0.006438017
32	69	0.006448746
20	29	0.006451666
18	79	0.006453991
78	84	0.006484866
61	83	0.006485939
57	61	0.006533742
42	50	0.00653404
12	19	0.006537914
56	80	0.006594896
28	71	0.006597519
33	82	0.00661087
43	81	0.006625533
24	82	0.006629616
24	61	0.006634235
18	23	0.006639928
57	66	0.006668627
24	59	0.006669939
12	60	0.006671667
38	72	0.006677628
48	55	0.006679088
70	72	0.006698191
56	79	0.006703973
39	69	0.006732225
61	72	0.006774575
19	51	0.006792441
56	72	0.006801412
63	77	0.006810427
24	60	0.0068115
28	39	0.006814718
31	74	0.006818533
24	28	0.006819829
2	3	0.006821558
23	83	0.006823912
24	55	0.006834805
20	65	0.00685361
56	76	0.006857932
63	73	0.006860942
25	54	0.006870359
69	72	0.006884217
30	36	0.006886005
18	53	0.006887451
63	72	0.006899238
54	62	0.006904244
20	26	0.006906301
74	81	0.006908849
18	25	0.006928951
40	42	0.006998301
56	61	0.007026553
24	31	0.007029355
12	17	0.00704205
9	64	0.007046759
61	66	0.00706473
40	43	0.00707531
41	43	0.00708437
19	39	0.007090598
65	76	0.007096022
23	40	0.007115602
59	71	0.007118717
56	75	0.007124186
68	74	0.007124469
64	84	0.007127285
24	38	0.007157683
68	80	0.007163525
58	70	0.007196546
67	74	0.007203043
40	49	0.007223845
74	79	0.00722599
42	82	0.007229805
27	79	0.007240981
51	55	0.007243305
53	72	0.007266074
18	65	0.007268578
12	18	0.007268906
71	73	0.007280976
28	62	0.007282257
59	76	0.007285178
20	27	0.007307649
11	84	0.00731349
65	75	0.007326305
19	23	0.007329494
73	80	0.007342815
9	35	0.007352829
70	78	0.007364124
62	81	0.00736475
25	61	0.007377014
33	55	0.007389307
46	68	0.007400274
39	74	0.007400393
66	79	0.007407501
23	37	0.007413805
56	77	0.007416785
31	48	0.007454991
70	71	0.007455811
62	76	0.007459491
57	67	0.007464826
62	84	0.007484406
28	40	0.007485867
25	36	0.0074929
62	80	0.007500648
24	57	0.007516623
23	62	0.007520348
25	58	0.007521331
46	77	0.007530421
65	70	0.007533938
21	62	0.007540941
23	82	0.007560134
20	48	0.007560611
54	55	0.007571757
38	59	0.007576466
41	48	0.007579207
59	77	0.007598281
56	60	0.007604837
29	62	0.007623672
9	17	0.007640123
41	59	0.007646978
19	76	0.007650971
13	21	0.007652164
48	82	0.00765276
48	68	0.007701159
13	31	0.00770998
26	75	0.007717252
56	62	0.007731557
23	30	0.007738352
76	78	0.007740825
25	39	0.007753611
20	21	0.007753849
68	81	0.007763147
75	78	0.007785201
60	71	0.007799536
61	79	0.007805467
11	83	0.007809043
23	50	0.007835746
40	64	0.007841468
33	56	0.007842958
40	65	0.007848501
3	66	0.007855415
53	73	0.007856265
41	81	0.007876396
25	26	0.007878929
15	51	0.007887483
50	61	0.007890403
53	78	0.007890701
78	82	0.007891655
45	65	0.007894635
48	81	0.007897854
69	73	0.007920578
24	46	0.007922292
39	60	0.007923126
75	79	0.007936478
63	64	0.007958055
50	63	0.007960558
54	56	0.007963538
30	70	0.007974863
58	71	0.007977843
71	74	0.007979423
40	66	0.007992983
61	69	0.007993698
3	22	0.00799603
63	68	0.008009195
58	66	0.008039594
23	61	0.008053899
25	56	0.008062959
23	36	0.008072615
11	44	0.008072853
50	84	0.008073866
39	70	0.008075476
19	57	0.008087158
40	55	0.008087635
64	66	0.00810045
73	79	0.008117437
56	66	0.008124486
51	59	0.008129448
24	49	0.008138716
19	75	0.008145928
63	67	0.008150846
64	83	0.00815478
40	44	0.008170962
20	51	0.008178562
55	77	0.00818786
29	73	0.008191109
58	65	0.008203626
25	40	0.008208394
54	64	0.008215964
21	56	0.008246571
65	77	0.008249164
25	45	0.008254528
51	64	0.008258104
69	71	0.00826627
45	81	0.008275628
11	43	0.008308947
26	73	0.00831452
60	66	0.008317292
42	51	0.008335114
56	71	0.008338034
62	83	0.008342952
21	39	0.008344948
45	75	0.008358806
63	78	0.008360565
62	75	0.008365721
24	39	0.008385837
50	57	0.00839448
41	83	0.008401155
60	83	0.008402973
20	49	0.008404195
64	77	0.008406088
41	52	0.008416176
18	74	0.008416206
25	59	0.008420229
16	65	0.008441567
4	28	0.008445978
37	83	0.008445978
43	47	0.008446276
53	71	0.008453533
23	42	0.00847733
56	63	0.008480549
24	63	0.008508801
59	78	0.008511245
66	84	0.008522809
25	48	0.00853011
27	80	0.008544475
14	29	0.008546352
42	72	0.008548021
18	21	0.008573994
47	65	0.008576989
20	24	0.008587539
37	84	0.008589208
18	52	0.008602031
24	58	0.008621991
51	72	0.008622408
66	83	0.00863564
29	72	0.008646727
30	81	0.008665562
41	63	0.00866574
8	67	0.0086658
55	69	0.00867641
23	28	0.008677244
51	57	0.008678168
25	35	0.008686543
38	39	0.008694828
27	37	0.008695453
60	70	0.008704275
23	65	0.008709669
45	73	0.008713961
52	82	0.008717895
54	77	0.008727312
51	71	0.008747935
24	36	0.008755177
48	80	0.008759022
18	37	0.008762509
62	82	0.008769944
47	74	0.008770287
41	64	0.008775115
78	83	0.008775949
63	69	0.00877738
13	55	0.008779526
42	52	0.008789182
30	82	0.008795977
31	47	0.008800626
60	69	0.008815408
13	75	0.008818626
20	25	0.008823395
24	40	0.008830309
29	66	0.008831978
25	60	0.008856118
24	84	0.0088633
44	71	0.00887537
42	47	0.008885384
19	65	0.008890569
29	61	0.008893967
12	50	0.008901238
23	52	0.008915544
53	59	0.008935034
52	74	0.008937359
54	70	0.008951932
19	58	0.008959651
37	80	0.008961201
56	70	0.008961409
48	79	0.008965433
9	16	0.008985758
63	79	0.008991778
9	25	0.008992195
47	50	0.008992821
65	71	0.008995771
27	84	0.008997977
10	77	0.008998632
46	70	0.009012163
16	45	0.009012505
23	48	0.009023428
44	76	0.009030163
47	60	0.009039342
29	54	0.009042621
63	82	0.009047374
20	71	0.0090518
35	65	0.00909315
16	66	0.009111419
15	82	0.0091158
66	82	0.009130776
73	81	0.009131044
34	45	0.00914076
77	79	0.009148061
18	20	0.009155095
19	45	0.009156466
35	39	0.009159327
30	55	0.009169221
40	47	0.009187579
31	73	0.009204268
29	58	0.009208202
22	82	0.009212136
59	67	0.009217292
58	80	0.009231448
24	45	0.009254813
1	71	0.009286165
57	59	0.009303689
45	63	0.009308577
39	75	0.009308755
21	40	0.009315819
36	59	0.00932458
25	44	0.009325981
46	78	0.009336829
23	72	0.009365976
45	62	0.009378791
46	80	0.009383053
11	18	0.009390831
43	48	0.009392798
42	63	0.009400249
33	36	0.009408712
22	48	0.009423018
69	81	0.009479403
28	78	0.009480298
51	80	0.009492338
40	60	0.009500504
50	72	0.00950855
47	62	0.00951159
75	77	0.009512544
19	62	0.009519637
23	27	0.009538442
42	49	0.009545684
30	71	0.009551525
67	78	0.00956285
63	83	0.009567998
38	70	0.009578705
27	78	0.009582043
32	67	0.009585857
13	34	0.009589672
29	67	0.00959301
9	72	0.009593964
30	63	0.00959897
19	66	0.009607106
3	23	0.009628654
5	17	0.009661868
45	80	0.009666562
43	53	0.009680629
1	70	0.009682357
16	78	0.009683013
24	25	0.009685427
4	23	0.009698153
24	54	0.009710789
9	18	0.009713531
20	41	0.009716988
24	30	0.009721816
61	73	0.009726405
29	56	0.009734511
51	58	0.009737313
12	83	0.009744585
41	61	0.009755552
38	71	0.009757996
8	68	0.009759903
33	71	0.009762228
37	81	0.00977768
30	44	0.009778738
13	64	0.009779453
53	75	0.009803914
33	81	0.009814739
47	68	0.009819925
24	41	0.00982821
43	44	0.00983429
9	36	0.009836912
52	56	0.009845614
63	70	0.009857774
25	29	0.009863481
18	22	0.009872139
18	76	0.009876169
25	34	0.009879231
33	80	0.009880006
25	57	0.009885132
30	67	0.009886742
24	27	0.009893
62	70	0.009898007
63	65	0.009905875
13	30	0.00990963
68	77	0.009918645
28	53	0.009952188
51	77	0.009960055
21	42	0.009961143
35	66	0.009967968
25	38	0.009973764
52	54	0.009974122
46	69	0.009980619
46	82	0.01000386
19	28	0.01002472
23	55	0.01003813
46	79	0.0100483
59	69	0.01005041
23	56	0.01006674
25	74	0.01006984
23	84	0.01007625
33	38	0.01009088
43	72	0.01009905
29	31	0.01010125
48	51	0.0101071
11	24	0.01012039
25	42	0.01012647
45	78	0.01013231
58	72	0.01014101
9	60	0.01015293
40	61	0.01015973
25	43	0.01016759
43	80	0.0101692
47	49	0.0101714
49	69	0.01017344
59	64	0.01018011
38	46	0.01019689
8	65	0.01019954
12	41	0.01020395
41	75	0.01022064
18	19	0.01023247
24	43	0.01025986
18	71	0.01027476
20	73	0.01027514
22	64	0.01027616
38	78	0.010293
24	48	0.01029306
25	37	0.01029801
16	39	0.01032155
6	25	0.01032209
18	24	0.01032373
60	62	0.01034319
17	60	0.01034805
45	70	0.01036596
2	71	0.0103693
19	38	0.01037518
45	47	0.01039673
27	38	0.01039718
54	63	0.01040755
62	78	0.01040813
30	76	0.01042175
16	30	0.01042509
16	25	0.01042847
37	38	0.01042905
48	72	0.01042953
19	29	0.0104371
45	74	0.01044386
25	33	0.01047706
32	57	0.01049786
46	81	0.01049947
62	74	0.01053544
49	78	0.01053631
23	41	0.01053881
62	71	0.01054006
71	81	0.01054312
25	50	0.01054501
20	34	0.01057386
23	79	0.01059627
39	45	0.01060342
58	84	0.01060417
3	38	0.01061439
30	80	0.01062011
24	44	0.01062083
43	74	0.01063215
25	51	0.01064384
27	83	0.01064521
55	61	0.01068162
46	83	0.0106827
